pid,name,unit,retail_price,actual_price,wholesale_price,category,description,quantity,url,enable,variant_id,brand,barcode,loose,sid
74,Himalaya Baby Powder 100g,per 100 gm,70,72,70,Baby Care,this item is Himalaya Baby Powder 100g,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/himalaya-baby-powder-100g.jpg,True,0,,,False,1
75,Horlicks Classic Malt (Pouch)/హార్లిక్స్ క్లాసిక్ మాల్ట్ (పర్సు),Size: 8gm,2,2,2,Beverages,this item is Horlicks Classic Malt (Pouch)/హార్లిక్స్ క్లాసిక్ మాల్ట్ (పర్సు),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/horlicks-classic-malt-its3jfqan5.jpg,True,0,,,False,1
76,Horlicks Classic Malt Jars/హార్లిక్స్ క్లాసిక్ మాల్ట్ జాడి,per 200 gm,108,111,108,Beverages,this item is Horlicks Classic Malt Jars/హార్లిక్స్ క్లాసిక్ మాల్ట్ జాడి,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619245977982-23c9c8a5-ed3b-4295-ae55-2d74d16a9cd4.jpeg,True,0,,,False,1
77,Horlicks Classic Malt (Box)/హార్లిక్స్ క్లాసిక్ మాల్ట్ (బాక్స్),per 500 gram,220,229,220,Beverages,this item is Horlicks Classic Malt (Box)/హార్లిక్స్ క్లాసిక్ మాల్ట్ (బాక్స్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619246023088-06f8e086-de1c-4580-8c10-ea1ae50a65ee.jpeg,False,0,,,False,1
78,Bournvita Jar/బోర్న్విటా జార్,per 500 gm,215,223,215,Beverages,this item is Bournvita Jar/బోర్న్విటా జార్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619247924374-fe924526-b0cb-4eeb-9246-447c1ae9c474.jpeg,True,0,,,False,1
79,Boost (Box)/బూస్ట్ (బాక్స్),per 500 gram,230,234,230,Beverages,this item is Boost (Box)/బూస్ట్ (బాక్స్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249944153-55b1801a-7fd5-46be-97a4-bfce881d4868.jpeg,True,0,,,False,1
80,Boost (Packet)/బూస్ట్ (ప్యాకెట్),7gm,2,2,2,Beverages,this item is Boost (Packet)/బూస్ట్ (ప్యాకెట్),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249928144-877f5fbf-c773-4a25-ab55-4fba3e286732.jpeg,True,0,,,False,1
81,Boost (Packet)/బూస్ట్ (ప్యాకెట్),17gm,5,5,5,Beverages,this item is Boost (Packet)/బూస్ట్ (ప్యాకెట్),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249928144-877f5fbf-c773-4a25-ab55-4fba3e286732.jpeg,True,1,,,False,1
82,Boost (Packet)/బూస్ట్ (ప్యాకెట్),200gm,90,90,90,Beverages,this item is Boost (Packet)/బూస్ట్ (ప్యాకెట్),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249928144-877f5fbf-c773-4a25-ab55-4fba3e286732.jpeg,True,2,,,False,1
83,Boost (Packet)/బూస్ట్ (ప్యాకెట్),500gm,190,195,190,Beverages,this item is Boost (Packet)/బూస్ట్ (ప్యాకెట్),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249928144-877f5fbf-c773-4a25-ab55-4fba3e286732.jpeg,True,3,,,False,1
84,Horlicks Chocolate Delight Jar/హార్లిక్స్ చాక్లెట్ డిలైట్ జార్,per 500 g,215,221,215,Beverages,this item is Horlicks Chocolate Delight Jar/హార్లిక్స్ చాక్లెట్ డిలైట్ జార్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/horlicks-chocolate-delight-2n7n14p6qj.jpg,True,0,,,False,1
85,Horlicks Regular Malt Lite/హార్లిక్స్ రెగ్యులర్ మాల్ట్ లైట్,per 450 g,285,290,285,Beverages,this item is Horlicks Regular Malt Lite/హార్లిక్స్ రెగ్యులర్ మాల్ట్ లైట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/horlicks-regular-malt-wgd4gymtkz.jpg,True,0,,,False,1
86,Junior Horlicks Jar/జూనియర్ హార్లిక్స్ జార్,per 500 gram,285,288,285,Beverages,this item is Junior Horlicks Jar/జూనియర్ హార్లిక్స్ జార్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249863858-0553de7c-0540-4833-9483-9be594aa1f75.jpeg,True,0,,,False,1
87,Junior Horlicks Packet/జూనియర్ హార్లిక్స్ ప్యాకెట్,per 500 gram,205,209,205,Beverages,this item is Junior Horlicks Packet/జూనియర్ హార్లిక్స్ ప్యాకెట్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249850547-fc700b98-b95d-487e-a9b2-b20f9d399dc0.jpeg,True,0,,,False,1
88,Mother'S Plus Horlicks/మోథెర్స్ ప్లస్ హార్లిక్స్,200gm,195,199,195,Beverages,this item is Mother'S Plus Horlicks/మోథెర్స్ ప్లస్ హార్లిక్స్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249834780-b936acc5-3e09-492c-90d4-93babe80f16c.jpeg,True,0,,,False,1
89,Mother'S Plus Horlicks/మోథెర్స్ ప్లస్ హార్లిక్స్,500gm,520,525,520,Beverages,this item is Mother'S Plus Horlicks/మోథెర్స్ ప్లస్ హార్లిక్స్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249834780-b936acc5-3e09-492c-90d4-93babe80f16c.jpeg,True,1,,,False,1
90,Women'S Plus Horlicks/మహిళల ప్లస్ హార్లిక్స్,per 400 gram,295,299,295,Beverages,this item is Women'S Plus Horlicks/మహిళల ప్లస్ హార్లిక్స్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619249824092-b4d530be-98f7-490a-a078-fe19ce0c0ce7.jpeg,True,0,,,False,1
91,Chakra Gold Special Hotel Pack/చక్రా గోల్డ్ స్పెషల్ హోటల్ ప్యాక్,per 500 gram,260,271,260,Beverages,this item is Chakra Gold Special Hotel Pack/చక్రా గోల్డ్ స్పెషల్ హోటల్ ప్యాక్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619262483937-7d164067-3eaa-4013-8be5-22db2cf87922.jpeg,True,0,,,False,1
92,Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),8.5gm,5,5,5,Beverages,this item is Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619262653259-bc7521d2-7cdb-4987-8423-db03e728b94d.jpeg,True,0,,,False,1
93,Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),17gm,10,10,10,Beverages,this item is Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619262653259-bc7521d2-7cdb-4987-8423-db03e728b94d.jpeg,True,1,,,False,1
94,Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),50gm,35,35,35,Beverages,this item is Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619262653259-bc7521d2-7cdb-4987-8423-db03e728b94d.jpeg,True,2,,,False,1
95,Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),100gm,68,70,68,Beverages,this item is Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619262653259-bc7521d2-7cdb-4987-8423-db03e728b94d.jpeg,True,3,,,False,1
96,Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),250gm,170,175,170,Beverages,this item is Chakra Gold Tea (Box)/చక్ర గోల్డ్ టీ (బాక్స్),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619262653259-bc7521d2-7cdb-4987-8423-db03e728b94d.jpeg,True,4,,,False,1
97,3roses Hotel Pack/లుాస్ టిీపొడి/Loose Tea Podi,per 500 gram,290,315,290,Beverages,this item is 3roses Hotel Pack/లుాస్ టిీపొడి/Loose Tea Podi,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273901712-8c436696-b9d2-4a2d-854f-b1cead04cce8.jpeg,True,0,,,False,1
98,3roses Tea(Box)/3రోసెస్ టీ (బాక్స్),100gm,80,80,80,Beverages,this item is 3roses Tea(Box)/3రోసెస్ టీ (బాక్స్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273840138-5100eebb-20d6-41df-a9bc-0f6836e4233f.jpeg,True,0,,,False,1
99,3roses Tea(Box)/3రోసెస్ టీ (బాక్స్),250gm,190,195,190,Beverages,this item is 3roses Tea(Box)/3రోసెస్ టీ (బాక్స్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273840138-5100eebb-20d6-41df-a9bc-0f6836e4233f.jpeg,True,1,,,False,1
100,3roses Tea(Box)/3రోసెస్ టీ (బాక్స్),500gm,345,350,345,Beverages,this item is 3roses Tea(Box)/3రోసెస్ టీ (బాక్స్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273840138-5100eebb-20d6-41df-a9bc-0f6836e4233f.jpeg,True,2,,,False,1
101,Taj Mahal Tea/తాజ్ మహల్ టీ,100gm,74,75,74,Beverages,this item is Taj Mahal Tea/తాజ్ మహల్ టీ,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/taj-mahal-leaf-tea-lchraykntv.jpg,True,0,,,False,1
102,Taj Mahal Tea/తాజ్ మహల్ టీ,250gm,190,195,190,Beverages,this item is Taj Mahal Tea/తాజ్ మహల్ టీ,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/taj-mahal-leaf-tea-lchraykntv.jpg,True,1,,,False,1
103,Taj Mahal Tea/తాజ్ మహల్ టీ,500 Gm,355,360,355,Beverages,this item is Taj Mahal Tea/తాజ్ మహల్ టీ,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/taj-mahal-leaf-tea-lchraykntv.jpg,True,2,,,False,1
104,Red Label Tea/రెడ్ లేబెల్ టీ,100gm,45,45,45,Beverages,this item is Red Label Tea/రెడ్ లేబెల్ టీ,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273740480-864cff59-46f7-48a2-8a58-4e309bda0fda.jpeg,True,0,,,False,1
105,Red Label Tea/రెడ్ లేబెల్ టీ,250gm,137,140,137,Beverages,this item is Red Label Tea/రెడ్ లేబెల్ టీ,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273740480-864cff59-46f7-48a2-8a58-4e309bda0fda.jpeg,True,1,,,False,1
106,3roses Natural Care Tea/3రొసెస్ నేచురల్ కేర్,100gm,85,85,85,Beverages,this item is 3roses Natural Care Tea/3రొసెస్ నేచురల్ కేర్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273680465-dd6dffb9-7a21-4a3a-a822-a02bb88e2dc3.jpeg,True,0,,,False,1
107,3roses Natural Care Tea/3రొసెస్ నేచురల్ కేర్,250gm,200,200,200,Beverages,this item is 3roses Natural Care Tea/3రొసెస్ నేచురల్ కేర్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273680465-dd6dffb9-7a21-4a3a-a822-a02bb88e2dc3.jpeg,True,1,,,False,1
108,Avt Premium Hotel Pack/Avt ప్రీమియం హోటల్ ప్యాక్,250gm,125,130,125,Beverages,this item is Avt Premium Hotel Pack/Avt ప్రీమియం హోటల్ ప్యాక్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273627557-d201969b-0ebb-4687-9734-a87f6a347386.jpeg,True,0,,,False,1
109,Avt Premium Hotel Pack/Avt ప్రీమియం హోటల్ ప్యాక్,500gm,190,200,190,Beverages,this item is Avt Premium Hotel Pack/Avt ప్రీమియం హోటల్ ప్యాక్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273627557-d201969b-0ebb-4687-9734-a87f6a347386.jpeg,True,1,,,False,1
110,Avt Premium Hotel Pack/Avt ప్రీమియం హోటల్ ప్యాక్,1 Kg,375,400,375,Beverages,this item is Avt Premium Hotel Pack/Avt ప్రీమియం హోటల్ ప్యాక్,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619273627557-d201969b-0ebb-4687-9734-a87f6a347386.jpeg,True,2,,,False,1
111,Tang Orange Instant Drink Powder/టాంగ్ ఆరెంజ్ ఇన్‌స్టంట్ డ్రింక్ పౌడర్,15.3gm,5,5,5,Beverages,this item is Tang Orange Instant Drink Powder/టాంగ్ ఆరెంజ్ ఇన్‌స్టంట్ డ్రింక్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/tang-orange-instant-drink-powder-7hcmtnkh6y.jpg,True,0,,,False,1
112,Tang Orange Instant Drink Powder/టాంగ్ ఆరెంజ్ ఇన్‌స్టంట్ డ్రింక్ పౌడర్,75gm,30,30,30,Beverages,this item is Tang Orange Instant Drink Powder/టాంగ్ ఆరెంజ్ ఇన్‌స్టంట్ డ్రింక్ పౌడర్,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/tang-orange-instant-drink-powder-7hcmtnkh6y.jpg,True,1,,,False,1
113,Lipton Honey & Lemon Green Tea Bags(10 Bags)/లిప్టన్ హనీ & లెమన్ గ్రీన్ టీ బ్యాగ్స్ (10 బ్యాగులు),10 Bags),65,65,65,Beverages,this item is Lipton Honey & Lemon Green Tea Bags(10 Bags)/లిప్టన్ హనీ & లెమన్ గ్రీన్ టీ బ్యాగ్స్ (10 బ్యాగులు),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619753704434-48a80819-64dd-46c3-8ede-66c9f0a4907f.jpeg,True,0,,,False,1
114,Lipton Green Tea Powder(16 Cups)/లిప్టన్ గ్రీన్ టీ పౌడర్ (16 కప్పులు),per 20 gram,20,20,20,Beverages,this item is Lipton Green Tea Powder(16 Cups)/లిప్టన్ గ్రీన్ టీ పౌడర్ (16 కప్పులు),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619753666225-128afd25-afd1-4909-a3d6-1adf33514b3f.jpeg,True,0,,,False,1
115,Dabur Glucose -D(Paste Offer)/డాబర్ గ్లూకోజ్ -డి (పేస్ట్ ఆఫర్),per kg,190,199,190,Beverages,this item is Dabur Glucose -D(Paste Offer)/డాబర్ గ్లూకోజ్ -డి (పేస్ట్ ఆఫర్),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619754128668-332aa8be-1daa-4e13-9262-e0d58e889ae0.jpeg,True,0,,,False,1
116,Dabur Glucose-D/డాబర్ గ్లూకోజ్-డి,per 500 gram,100,105,100,Beverages,this item is Dabur Glucose-D/డాబర్ గ్లూకోజ్-డి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619754196147-486ec7a3-8f58-46b9-830e-1fe6c8863c1c.jpeg,True,0,,,False,1
117,Dabur Glucose-D/డాబర్ గ్లూకోజ్-డి,per 250 gram,55,58,55,Beverages,this item is Dabur Glucose-D/డాబర్ గ్లూకోజ్-డి,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619754236603-2b24d0af-f9ff-498f-9905-673891d199d4.jpeg,True,0,,,False,1
118,Dabur Glucose -D(Bournvita Offer)/డాబర్ గ్లూకోజ్ -డి (బోర్న్‌విటా ఆఫర్),per 125 gram,25,28,25,Beverages,this item is Dabur Glucose -D(Bournvita Offer)/డాబర్ గ్లూకోజ్ -డి (బోర్న్‌విటా ఆఫర్),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619754323144-b014fac5-399b-46c4-b647-7aa99ed81161.jpeg,True,0,,,False,1
119,Bru Coffee Rs-2/- Sheet (12pc)/బ్రూ కాఫీ 2/- షీట్,per bundle,22,24,22,Beverages,this item is Bru Coffee Rs-2/- Sheet (12pc)/బ్రూ కాఫీ 2/- షీట్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619880848639-8a7874b7-7a26-4765-916a-49a60aab1afe.jpeg,True,0,,,False,1
120,Rasna Mango /రస్నా మామిడి,per 45 gram,42,42,42,Beverages,this item is Rasna Mango /రస్నా మామిడి,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619933542333-0fe84d06-d4fd-441a-b060-42c774f3cfe8.jpeg,True,0,,,False,1
121,Rasna Pineapple/ రస్నా పైనాపిల్,per 45 gram,42,42,42,Beverages,this item is Rasna Pineapple/ రస్నా పైనాపిల్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619933640992-61a0536c-2e4a-4950-9d0e-15a331445fa4.jpeg,True,0,,,False,1
122,Bru Instant Coffee / బ్రూ ఇన్‌స్టాన్జ్ కాఫీ,per 50 gm,68,70,68,Beverages,this item is Bru Instant Coffee / బ్రూ ఇన్‌స్టాన్జ్ కాఫీ,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/beverages/bru-instant-coffee-jqgv8j2sqr.jpg,True,0,,,False,1
